Scheme Code,ISIN Div Payout/ ISIN Growth,Scheme Name,Net Asset Value
130170,INF179KB1DK9,HDFC FMP 370D JUNE 2014(1) - Regular Option - Dividend Option,10
130171,INF179KB1DQ6,HDFC FMP 370D JUNE 2014(1) - Regular Option - Flexi Option,12.8518
130173,INF179KB1DR4,HDFC FMP 370D JUNE 2014(1) - Regular Option - Growth Option,12.8518
130172,INF179KB1DL7,HDFC FMP 370D JUNE 2014(1) - Regular Option - Quarterly Dividend Option,10
127925,INF179KA14I8,HDFC FMP 370D March 2014 (1)-Direct Option-Dividend Option,10
127927,INF179KA12I2,HDFC FMP 370D March 2014 (1)-Direct Option-Flexi Option,10.9934
127924,INF179KA13I0,HDFC FMP 370D March 2014 (1)-Direct Option-Growth Option,13.6752
127926,INF179KA15I5,HDFC FMP 370D March 2014 (1)-Direct Option-Quarterly Dividend Option,10
127922,INF179KA10I6,HDFC FMP 370D March 2014 (1)-Regular Option-Dividend Option,10.4813
127929,INF179KA16I3,HDFC FMP 370D March 2014 (1)-Regular Option-Flexi Option,10.9878
127928,INF179KA17I1,HDFC FMP 370D March 2014 (1)-Regular Option-Growth Option,13.6283
127923,INF179KA11I4,HDFC FMP 370D March 2014 (1)-Regular Option-Quarterly Dividend Option,10
115287,INF179K01IL2,HDFC FMP 370D MAY 2011 (2) - Quarterly Dividend Option,10
129626,INF179KA1NZ7,HDFC FMP 370D May 2014 (1)-Direct Option-Dividend Option,10
129628,INF179KB1610,HDFC FMP 370D May 2014 (1)-Direct Option-Flexi Option,12.8734
129625,INF179KB1628,HDFC FMP 370D May 2014 (1)-Direct Option-Growth Option,12.8734
129627,INF179KB1644,HDFC FMP 370D May 2014 (1)-Direct Option-Quarterly Dividend Option,10
129631,INF179KA1OD2,HDFC FMP 370D May 2014 (1)-Regular Option-Dividend Option,10
129624,INF179KA1OF7,HDFC FMP 370D May 2014 (1)-Regular Option-Flexi Option,10
129630,INF179KB1669,HDFC FMP 370D May 2014 (1)-Regular Option-Growth Option,12.8399
129629,INF179KA1OE0,HDFC FMP 370D May 2014 (1)-Regular Option-Quarterly Dividend Option,10
129900,INF179KB1BR8,HDFC FMP 370D MAY 2014 (2)-Direct Option-Dividend Option,10
129898,INF179KB1BP2,HDFC FMP 370D MAY 2014 (2)-Direct Option-Flexi Option,12.8134
129899,INF179KB1BQ0,HDFC FMP 370D MAY 2014 (2)-Direct Option-Growth Option,12.8134
129896,INF179KA1PC1,HDFC FMP 370D MAY 2014 (2)-Direct Option-Quarterly Dividend Option,10
129897,INF179KA1PF4,HDFC FMP 370D MAY 2014 (2)-Regular Option-Dividend Option,10
129901,INF179KA1PH0,HDFC FMP 370D MAY 2014 (2)-Regular Option-Flexi Option,10.9035
129903,INF179KB1BU2,HDFC FMP 370D MAY 2014 (2)-Regular Option-Growth Option,12.7804
129902,INF179KA1PG2,HDFC FMP 370D MAY 2014 (2)-Regular Option-Quarterly Dividend Option,10
125544,INF179KA1K91,HDFC FMP 370D November 2013 (1) - Direct Option-Dividend Option,10
125545,INF179KA1K75,HDFC FMP 370D November 2013 (1) - Direct Option-Flexi Option,12.8445
125546,INF179KA1K83,HDFC FMP 370D November 2013 (1) - Direct Option-Growth Option,12.8445
125543,INF179K018W8,HDFC FMP 370D November 2013 (1) - Direct Option-Quarterly Dividend Option,10
125547,INF179KA1K59,HDFC FMP 370D November 2013 (1) - Regular Option-Dividend Option,10
125549,INF179KA1L25,HDFC FMP 370D November 2013 (1) - Regular Option-Growth Option,12.8119
125550,INF179KA1K67,HDFC FMP 370D November 2013 (1) - Regular Option-Quarterly Dividend Option,10
124777,INF179KA1ZI7,HDFC FMP 370D October 2013 (1) - Direct Option - Dividend Option,10
124774,INF179KA1ZH9,HDFC FMP 370D October 2013 (1) - Direct Option - Growth Option,13.0614
124776,INF179KA1ZJ5,HDFC FMP 370D October 2013 (1) - Direct Option - Quarterly Dividend Option,10
124771,INF179KA1ZE6,HDFC FMP 370D October 2013 (1) - Regular Option - Dividend Option,10
124773,INF179KA1ZK3,HDFC FMP 370D October 2013 (1) - Regular Option - Flexi Option,13.0282
124770,INF179KA1ZL1,HDFC FMP 370D October 2013 (1) - Regular Option - Growth Option,13.0282
124772,INF179K012N0,HDFC FMP 370D October 2013 (1) - Regular Option - Quarterly Dividend Option,10
124881,INF179KA1A28,HDFC FMP 370D October 2013 (2) - Direct Option - Dividend Option,10
124882,INF179K017N9,HDFC FMP 370D October 2013 (2) - Direct Option - Flexi Option,10
124878,INF179KA1A10,HDFC FMP 370D October 2013 (2) - Direct Option - Growth Option,12.9574
124883,INF179K016N1,HDFC FMP 370D October 2013 (2) - Direct Option - Quarterly Dividend Option,10
124879,INF179KA1ZY4,HDFC FMP 370D October 2013 (2) - Regular Option - Dividend Option,10
124880,INF179KA1A44,HDFC FMP 370D October 2013 (2) - Regular Option - Flexi Option,12.9246
124884,INF179KA1A51,HDFC FMP 370D October 2013 (2) - Regular Option - Growth Option,12.9246
125027,INF179KA1C67,HDFC FMP 370D October 2013 (3) - Direct Option - Dividend Option,10
125029,INF179KA1C59,HDFC FMP 370D October 2013 (3) - Direct Option - Growth Option,12.9546
125030,INF179K012R1,HDFC FMP 370D October 2013 (3) - Direct Option - Quarterly Dividend Option,10
125031,INF179KA1C26,HDFC FMP 370D October 2013 (3) - Regular Option - Dividend Option,10
125032,INF179K017R0,HDFC FMP 370D October 2013 (3) - Regular Option - Flexi Option,10
125033,INF179KA1C91,HDFC FMP 370D October 2013 (3) - Regular Option - Growth Option,12.9209
125034,INF179KA1C34,HDFC FMP 370D October 2013 (3) - Regular Option - Quarterly Dividend Option,10
125149,INF179KA1E65,HDFC FMP 370D October 2013 (4) - Direct Option - Dividend Option,10
125142,-,HDFC FMP 370D October 2013 (4) - Direct Option - Flexi Option,10
125148,INF179KA1E57,HDFC FMP 370D October 2013 (4) - Direct Option - Growth Option,12.9413
125143,-,HDFC FMP 370D October 2013 (4) - Direct Option - Quarterly Dividend Option,10
125144,-,HDFC FMP 370D October 2013 (4) - Regular Option - Dividend Option,10
125145,INF179KA1E81,HDFC FMP 370D October 2013 (4) - Regular Option - Flexi Option,12.9087
125146,INF179KA1E99,HDFC FMP 370D October 2013 (4) - Regular Option - Growth Option,12.9087
125147,-,HDFC FMP 370D October 2013 (4) - Regular Option - Quarterly Dividend Option,10
125234,INF179KA1G22,HDFC FMP 370D October 2013 (5)-Direct Option-Dividend Option,10
125233,INF179KA1G14,HDFC FMP 370D October 2013 (5)-Direct Option-Growth Option,12.8787
125235,INF179K011T9,HDFC FMP 370D October 2013 (5)-Regular Option-Dividend Option,10
125231,INF179KA1G55,HDFC FMP 370D October 2013 (5)-Regular Option-Growth Option,12.8464
125232,INF179KA1F98,HDFC FMP 370D October 2013 (5)-Regular Option-Quarterly Dividend Option,10
124163,INF179KA1XU7,HDFC FMP 370D September 2013 (1)-Direct Option-Dividend Option,10
124164,INF179K015G7,HDFC FMP 370D September 2013 (1)-Direct Option-Flexi Option,10
124162,INF179KA1XT9,HDFC FMP 370D September 2013 (1)-Direct Option-Growth Option,14.1297
124165,INF179K018G1,HDFC FMP 370D September 2013 (1)-Direct Option-Quarterly Dividend Option,10
124159,INF179KA1XQ5,HDFC FMP 370D September 2013 (1)-Regular Option-Dividend Option,10
124158,INF179KA1XW3,HDFC FMP 370D September 2013 (1)-Regular Option-Growth Option,14.0792
124160,INF179KA1XR3,HDFC FMP 370D September 2013 (1)-Regular Option-Quarterly Dividend Option,10
124341,INF179KA1YC3,HDFC FMP 370D September 2013 (2)-Direct Option-Dividend Option,10
124342,INF179K011I2,HDFC FMP 370D September 2013 (2)-Direct Option-Flexi Option,10
124343,INF179KA1YB5,HDFC FMP 370D September 2013 (2)-Direct Option-Growth Option,14.0727
124345,INF179KA1XY9,HDFC FMP 370D September 2013 (2)-Regular Option-Dividend Option,10
124347,INF179KA1YF6,HDFC FMP 370D September 2013 (2)-Regular Option-Growth Option,14.0225
124348,INF179KA1XZ6,HDFC FMP 370D September 2013 (2)-Regular Option-Quarterly Dividend Option,10
124506,INF179KA1YK6,HDFC FMP 370D September 2013 (3)-Direct Option-Dividend Option,10
124508,INF179KA1YI0,HDFC FMP 370D September 2013 (3)-Direct Option-Flexi Option,13.2016
124504,INF179KA1YJ8,HDFC FMP 370D September 2013 (3)-Direct Option-Growth Option,13.2016
124507,INF179K012J8,HDFC FMP 370D September 2013 (3)-Direct Option-Quarterly Dividend Option,10
124509,INF179KA1YG4,HDFC FMP 370D September 2013 (3)-Regular Option-Dividend Option,10
124505,INF179KA1YN0,HDFC FMP 370D September 2013 (3)-Regular Option-Growth Option,13.0794
124510,INF179K018I7,HDFC FMP 370D September 2013 (3)-Regular Option-Quarterly Dividend Option,10
124514,INF179K017J7,HDFC FMP 370D September 2013 (4)-Direct Option-Flexi Option,10
124515,INF179KA1YZ4,HDFC FMP 370D September 2013 (4)-Direct Option-Growth Option,13.1762
124516,INF179K016J9,HDFC FMP 370D September 2013 (4)-Direct Option-Quarterly Dividend Option,10
124512,INF179KA1YW1,HDFC FMP 370D September 2013 (4)-Regular Option-Dividend Option,10
124513,INF179K011K8,HDFC FMP 370D September 2013 (4)-Regular Option-Flexi Option,10
124517,INF179KA1ZD8,HDFC FMP 370D September 2013 (4)-Regular Option-Growth Option,13.1421
124518,INF179K010K0,HDFC FMP 370D September 2013 (4)-Regular Option-Quarterly Dividend Option,10
123399,INF179K01Z27,HDFC FMP 371D August 2013 (1)-Direct Option-Dividend Option,10
123396,INF179K01Z01,HDFC FMP 371D August 2013 (1)-Direct Option-Flexi Option,10
123395,INF179KA1VN6,HDFC FMP 371D August 2013 (1)-Direct Option-Growth Option,14.0991
123400,INF179KA1VP1,HDFC FMP 371D August 2013 (1)-Direct Option-Quarterly Dividend Option,10
123397,INF179K01Z68,HDFC FMP 371D August 2013 (1)-Regular Option-Dividend Option,10
123394,INF179KA1VQ9,HDFC FMP 371D August 2013 (1)-Regular Option-Flexi Option,13.0459
123393,INF179KA1VR7,HDFC FMP 371D August 2013 (1)-Regular Option-Growth Option,13.9742
125703,INF179KA1N23,HDFC FMP 371D December 2013 (1) - Direct Option-Dividend Option,10
125704,INF179KA1N07,HDFC FMP 371D December 2013 (1) - Direct Option-Flexi Option,12.8533
125705,INF179KA1N15,HDFC FMP 371D December 2013 (1) - Direct Option-Growth Option,12.8533
125706,INF179K014Y3,HDFC FMP 371D December 2013 (1) - Direct Option-Quarterly Dividend Option,10
125708,INF179K017Y6,HDFC FMP 371D December 2013 (1) - Regular Option-Dividend Option,10
125709,INF179KA1N56,HDFC FMP 371D December 2013 (1) - Regular Option-Growth Option,12.8207
125710,INF179K018Y4,HDFC FMP 371D December 2013 (1) - Regular Option-Quarterly Dividend Option,10
125875,INF179KA1O06,HDFC FMP 371D December 2013 (2)-Direct Option-Dividend Option,10
125874,INF179KA1N80,HDFC FMP 371D December 2013 (2)-Direct Option-Flexi Option,10.9527
125876,INF179KA1N98,HDFC FMP 371D December 2013 (2)-Direct Option-Growth Option,12.8516
125873,INF179KA1O14,HDFC FMP 371D December 2013 (2)-Direct Option-Quarterly Dividend Option,10
125870,INF179KA1N64,HDFC FMP 371D December 2013 (2)-Regular Option-Dividend Option,10
125872,INF179KA1O22,HDFC FMP 371D December 2013 (2)-Regular Option-Flexi Option,12.8193
125869,INF179KA1O30,HDFC FMP 371D December 2013 (2)-Regular Option-Growth Option,12.8193
125871,INF179KA1N72,HDFC FMP 371D December 2013 (2)-Regular Option-Quarterly Dividend Option,10
127373,INF179KA12B7,HDFC FMP 371D February 2014 (1) - Direct Option-Dividend Option,10
127375,INF179KA11B9,HDFC FMP 371D February 2014 (1) - Direct Option-Growth Option,13.0601
127376,INF179KA13B5,HDFC FMP 371D February 2014 (1) - Direct Option-Quarterly Dividend Option,10
127377,INF179KA18A6,HDFC FMP 371D February 2014 (1) - Regular Option-Dividend Option,10
127378,INF179KA14B3,HDFC FMP 371D February 2014 (1) - Regular Option-Flexi Option,10
127371,INF179KA15B0,HDFC FMP 371D February 2014 (1) - Regular Option-Growth Option,13.0253
127755,INF179KA16G7,HDFC FMP 371D February 2014 (2) - Direct Option-Flexi Option,10
127756,INF179KA17G5,HDFC FMP 371D February 2014 (2) - Direct Option-Growth Option,13.1735
127760,INF179KA19G1,HDFC FMP 371D February 2014 (2) - Direct Option-Quarterly Dividend Option,10
127761,INF179KA14G2,HDFC FMP 371D February 2014 (2) - Regular Option-Dividend Option,10
127758,INF179KA11H6,HDFC FMP 371D February 2014 (2) - Regular Option-Growth Option,13.1355
126402,INF179KA1U40,HDFC FMP 371D January 2014 (1) - Direct Option-Dividend Option,10
126399,INF179KA1504,HDFC FMP 371D January 2014 (1) - Direct Option-Flexi Option,10.9464
126400,INF179KA1U32,HDFC FMP 371D January 2014 (1) - Direct Option-Growth Option,12.8551
126406,INF179KA1496,HDFC FMP 371D January 2014 (1) - Direct Option-Quarterly Dividend Option,10
126403,INF179KA1U08,HDFC FMP 371D January 2014 (1) - Regular Option-Dividend Option,10
126404,INF179KA1546,HDFC FMP 371D January 2014 (1) - Regular Option-Flexi Option,10.9409
126405,INF179KA1U73,HDFC FMP 371D January 2014 (1) - Regular Option-Growth Option,12.8227
126401,INF179KA1U16,HDFC FMP 371D January 2014 (1) - Regular Option-Quarterly Dividend Option,10
126877,INF179KA1Y87,HDFC FMP 371D January 2014 (2) - Direct Option-Dividend Option,10
126879,INF179KA1Y79,HDFC FMP 371D January 2014 (2) - Direct Option-Growth Option,13.0437
126880,INF179KA1AR1,HDFC FMP 371D January 2014 (2) - Direct Option-Quarterly Dividend Option,10
126881,INF179KA1AU5,HDFC FMP 371D January 2014 (2) - Regular Option-Dividend Option,10
126882,INF179KA1AW1,HDFC FMP 371D January 2014 (2) - Regular Option-Flexi Option,10.9708
126883,INF179KA1Z11,HDFC FMP 371D January 2014 (2) - Regular Option-Growth Option,13.0085
126884,INF179KA1Y53,HDFC FMP 371D January 2014 (2) - Regular Option-Quarterly Dividend Option,10
122985,INF179KA1UQ1,HDFC FMP 371D July 2013 (1)-Direct Option-Dividend Option,10
122986,INF179KA1UO6,HDFC FMP 371D July 2013 (1)-Direct Option-Flexi Option,14.0583
122989,INF179KA1UP3,HDFC FMP 371D July 2013 (1)-Direct Option-Growth Option,14.0583
122990,INF179KA1UR9,HDFC FMP 371D July 2013 (1)-Direct Option-Quarterly Dividend Option,10
122984,INF179KA1UU3,HDFC FMP 371D July 2013 (1)-Regular Option-Dividend Option,10
122988,INF179KA1US7,HDFC FMP 371D July 2013 (1)-Regular Option-Flexi Option,13.0763
122983,INF179KA1UT5,HDFC FMP 371D July 2013 (1)-Regular Option-Growth Option,14.0101
122987,INF179KA1UV1,HDFC FMP 371D July 2013 (1)-Regular Option-Quarterly Dividend Option,10
130149,INF179KA1QP1,HDFC FMP 371D JUNE 2014(1) - Direct Option - Dividend Option,10
130150,INF179KA1QR7,HDFC FMP 371D JUNE 2014(1) - Direct Option - Flexi Option,10
130151,INF179KB1ED2,HDFC FMP 371D JUNE 2014(1) - Direct Option - Growth Option,12.8657
130152,INF179KB1EF7,HDFC FMP 371D JUNE 2014(1) - Direct Option - Quarterly Dividend Option,10
130153,INF179KB1EA8,HDFC FMP 371D JUNE 2014(1) - Regular Option - Dividend Option,10
130154,INF179KA1QV9,HDFC FMP 371D JUNE 2014(1) - Regular Option - Flexi Option,10.8971
130156,INF179KB1EH3,HDFC FMP 371D JUNE 2014(1) - Regular Option - Growth Option,12.8318
130155,INF179KA1QU1,HDFC FMP 371D JUNE 2014(1) - Regular Option - Quarterly Dividend Option,10
130215,INF179KB1EM3,HDFC FMP 371D June 2014 (2)-Direct Option-Dividend Option,10
130214,INF179KB1EK7,HDFC FMP 371D June 2014 (2)-Direct Option-Flexi Option,12.8577
130218,INF179KB1EL5,HDFC FMP 371D June 2014 (2)-Direct Option-Growth Option,12.8577
130213,INF179KA1QY3,HDFC FMP 371D June 2014 (2)-Direct Option-Quarterly Dividend Option,10
130216,INF179KB1EI1,HDFC FMP 371D June 2014 (2)-Regular Option-Dividend Option,10
130212,INF179KA1RD5,HDFC FMP 371D June 2014 (2)-Regular Option-Flexi Option,10.9074
130211,INF179KB1EP6,HDFC FMP 371D June 2014 (2)-Regular Option-Growth Option,12.8242
130217,INF179KA1RC7,HDFC FMP 371D June 2014 (2)-Regular Option-Quarterly Dividend Option,10
130430,INF179KB1FK4,HDFC FMP 371D June 2014 (3) - Direct Option - Dividend Option,10
130432,INF179KB1FI8,HDFC FMP 371D June 2014 (3) - Direct Option - Flexi Option,12.8515
130431,INF179KB1FJ6,HDFC FMP 371D June 2014 (3) - Direct Option - Growth Option,12.8515
130433,INF179KB1FL2,HDFC FMP 371D June 2014 (3) - Direct Option - Quarterly Dividend Option,10
130434,INF179KB1FG2,HDFC FMP 371D June 2014 (3) - Regular Option - Dividend Option,10
130435,INF179KB1FM0,HDFC FMP 371D June 2014 (3) - Regular Option - Flexi Option,10
130436,INF179KB1FN8,HDFC FMP 371D June 2014 (3) - Regular Option - Growth Option,12.8181
130437,INF179KB1FH0,HDFC FMP 371D June 2014 (3) - Regular Option - Quarterly Dividend Option,10
129907,INF179KB1CF1,HDFC FMP 371D MAY 2014 (1)-Direct Option-Dividend Option,10
129908,INF179KA1PL2,HDFC FMP 371D MAY 2014 (1)-Direct Option-Flexi Option,10
129910,INF179KB1CE4,HDFC FMP 371D MAY 2014 (1)-Direct Option-Growth Option,12.9245
129904,INF179KB1CG9,HDFC FMP 371D MAY 2014 (1)-Direct Option-Quarterly Dividend Option,10
129905,INF179KB1CJ3,HDFC FMP 371D MAY 2014 (1)-Regular Dividend-Dividend Option,10
129906,INF179KB1CH7,HDFC FMP 371D MAY 2014 (1)-Regular Option-Flexi Option,12.8899
129911,INF179KB1CI5,HDFC FMP 371D MAY 2014 (1)-Regular Option-Growth Option,12.8899
129909,INF179KB1CK1,HDFC FMP 371D MAY 2014 (1)-Regular Option-Quarterly Dividend Option,10
125321,INF179KA1H39,HDFC FMP 371D November 2013 (1)-Direct Option-Dividend Option,10
125322,INF179KA1H13,HDFC FMP 371D November 2013 (1)-Direct Option-Flexi Option,12.874
125323,INF179KA1H21,HDFC FMP 371D November 2013 (1)-Direct Option-Growth Option,12.874
125324,INF179KA1H47,HDFC FMP 371D November 2013 (1)-Direct Option-Quarterly Dividend Option,10
125325,INF179KA1G97,HDFC FMP 371D November 2013 (1)-Regular Option-Dividend Option,10
125327,INF179KA1H62,HDFC FMP 371D November 2013 (1)-Regular Option-Growth Option,12.8413
125328,INF179K010U9,HDFC FMP 371D November 2013 (1)-Regular Option-Quarterly Dividend Option,10
125363,INF179KA1J37,HDFC FMP 371D November 2013 (2)-Direct Option-Dividend Option,10
125360,INF179KA1J29,HDFC FMP 371D November 2013 (2)-Direct Option-Growth Option,12.8783
125361,INF179KA1J45,HDFC FMP 371D November 2013 (2)-Direct Option-Quarterly Dividend Option,10
125362,INF179K015V6,HDFC FMP 371D November 2013 (2)-Regular Option-Dividend Option,10
125367,INF179K017V2,HDFC FMP 371D November 2013 (2)-Regular Option-Flexi Option,10.9169
125365,INF179KA1J60,HDFC FMP 371D November 2013 (2)-Regular Option-Growth Option,12.8456
125366,INF179KA1J03,HDFC FMP 371D November 2013 (2)-Regular Option-Quarterly Dividend Option,10
126147,INF179KA1S44,HDFC FMP 372D December 2013 (1)-Direct Option-Dividend Option,10
126148,INF179KA1S28,HDFC FMP 372D December 2013 (1)-Direct Option-Flexi Option,12.8872
126149,INF179KA1S36,HDFC FMP 372D December 2013 (1)-Direct Option-Growth Option,12.8872
126150,INF179KA1S51,HDFC FMP 372D December 2013 (1)-Direct Option-Quarterly Dividend Option,10
126151,INF179KA1S02,HDFC FMP 372D December 2013 (1)-Regular Option-Dividend Option,10
126153,INF179KA1S77,HDFC FMP 372D December 2013 (1)-Regular Option-Growth Option,12.8545
126154,INF179KA1S10,HDFC FMP 372D December 2013 (1)-Regular Option-Quarterly Dividend Option,10
126240,INF179KA1T27,HDFC FMP 372D December 2013 (2) - Direct Option-Dividend Option,10
126247,INF179KA1T01,HDFC FMP 372D December 2013 (2) - Direct Option-Flexi Option,12.8661
126241,INF179KA1T19,HDFC FMP 372D December 2013 (2) - Direct Option-Growth Option,12.8661
126242,INF179KA1T35,HDFC FMP 372D December 2013 (2) - Direct Option-Quarterly Dividend Option,10
126243,INF179KA1447,HDFC FMP 372D December 2013 (2) - Regular Option-Dividend Option,10
126244,INF179KA1T43,HDFC FMP 372D December 2013 (2) - Regular Option-Flexi Option,12.8335
126245,INF179KA1T50,HDFC FMP 372D December 2013 (2) - Regular Option-Growth Option,12.8335
126246,INF179KA1S93,HDFC FMP 372D December 2013 (2) - Regular Option-Quarterly Dividend Option,10
127025,INF179KA1Z60,HDFC FMP 372D February 2014 (1) - Direct Option-Dividend Option,10
127019,INF179KA1Z45,HDFC FMP 372D February 2014 (1) - Direct Option-Flexi Option,13.0841
127020,INF179KA1Z52,HDFC FMP 372D February 2014 (1) - Direct Option-Growth Option,13.0841
127021,INF179KA1Z78,HDFC FMP 372D February 2014 (1) - Direct Option-Quarterly Dividend Option,10
127022,INF179KA1Z29,HDFC FMP 372D February 2014 (1) - Regular Option-Dividend Option,10
127023,INF179KA1Z86,HDFC FMP 372D February 2014 (1) - Regular Option-Flexi Option,13.0489
127026,INF179KA1Z94,HDFC FMP 372D February 2014 (1) - Regular Option-Growth Option,13.0489
127024,INF179KA1Z37,HDFC FMP 372D February 2014 (1) - Regular Option-Quarterly Dividend Option,10
126609,INF179KA1X21,HDFC FMP 372D January 2014 (1)-Direct Option-Dividend Option,10
126608,INF179KA1X05,HDFC FMP 372D January 2014 (1)-Direct Option-Flexi Option,12.866
126606,INF179KA1X13,HDFC FMP 372D January 2014 (1)-Direct Option-Growth Option,12.866
126607,INF179KA1X39,HDFC FMP 372D January 2014 (1)-Direct Option-Quarterly Dividend Option,10
126603,INF179KA1W89,HDFC FMP 372D January 2014 (1)-Regular Option-Dividend Option,10
