Scheme Code,ISIN Div Payout/ ISIN Growth,Scheme Name,Net Asset Value
141226,INF174V01341,Mahindra Mutual Fund Badhat Yojana - Direct Plan - Growth,11.4152
141225,INF174V01333,Mahindra Mutual Fund Badhat Yojana - Regular Plan - Dividend Option,11.1944
141224,INF174V01317,Mahindra Mutual Fund Badhat Yojana - Regular Plan - Growth,11.1943
118835,INF769K01BJ9,Mirae Asset Emerging Bluechip Fund - Direct Plan - Dividend,49.862
118834,INF769K01BI1,Mirae Asset Emerging Bluechip Fund - Direct Plan - Growth,54.687
112931,INF769K01127,Mirae Asset Emerging Bluechip Fund - Regular Plan - Dividend,31.308
112932,INF769K01101,Mirae Asset Emerging Bluechip Fund - Regular Plan - Growth Option,52.168
118838,INF769K01BM3,Mirae Asset Great Consumer Fund - Direct Plan - Dividend,35.925
118837,INF769K01BL5,Mirae Asset Great Consumer Fund - Direct Plan - Growth,36.184
114930,INF769K01150,Mirae Asset Great Consumer Fund - Regular Plan - Dividend Option,18.401
114931,INF769K01135,Mirae Asset Great Consumer Fund - Regular Plan - Growth option,33.992
118826,INF769K01AY0,Mirae Asset India Opportunities Fund - Direct Plan - Dividend,38.574
118825,INF769K01AX2,Mirae Asset India Opportunities Fund - Direct Plan - Growth,51.799
107579,INF769K01036,Mirae Asset India Opportunities Fund - Dividend Plan,21.432
107578,INF769K01010,Mirae Asset India Opportunities Fund - Growth Plan,49.59
134814,INF769K01DI7,Mirae Asset Prudence Fund -Direct Plan-Dividend,13.697
134813,INF769K01DH9,Mirae Asset Prudence Fund -Direct Plan-Growth,14.787
134816,INF769K01DF3,Mirae Asset Prudence Fund -Regular Plan-Dividend,13.083
134815,INF769K01DE6,Mirae Asset Prudence Fund -Regular Plan-Growth,14.114
122390,INF247L01205,MOSt Focused 25 Fund- Direct Plan Dividend Option,19.6713
122389,INF247L01189,MOSt Focused 25 Fund- Direct Plan Growth Option,23.3767
122388,INF247L01171,MOSt Focused 25 Fund- Regular Plan Dividend Option,18.3096
122387,INF247L01155,MOSt Focused 25 Fund- Regular Plan Growth Option,21.8644
139866,INF247L01650,MOSt Focused Dynamic Equity - Direct Plan - Annual Dividend Payout Option,12.0716
139872,INF247L01635,MOSt Focused Dynamic Equity - Direct Plan - Growth Option,12.3425
139865,INF247L01643,MOSt Focused Dynamic Equity - Direct Plan - Quarterly Dividend Payout Option,12.0883
139863,INF247L01601,MOSt Focused Dynamic Equity - Regular Plan - Annual Dividend Payout Option,11.8746
139870,INF247L01585,MOSt Focused Dynamic Equity - Regular Plan - Growth Option,12.1447
139871,INF247L01593,MOSt Focused Dynamic Equity - Regular Plan - Quarterly Dividend Payout Option,11.8618
127044,INF247L01460,MOSt Focused Midcap 30-Direct Plan-Dividend Option,23.9691
127042,INF247L01445,MOSt Focused Midcap 30-Direct Plan-Growth Option,27.2694
127040,INF247L01437,MOSt Focused Midcap 30-Regular Plan-Dividend Option,22.7515
127039,INF247L01411,MOSt Focused Midcap 30-Regular Plan-Growth Option,25.958
129047,INF247L01528,MOSt Focused Multicap 35- Direct Plan-Dividend Option,27.9648
129046,INF247L01502,MOSt Focused Multicap 35-Direct Plan-Growth Option,28.3096
129049,INF247L01494,MOSt Focused Multicap 35-Regular Plan -Dividend Option,26.9476
129048,INF247L01478,MOSt Focused Multicap 35-Regular Plan-Growth Option,27.2911
122639,INF879O01027,Parag Parikh Long Term Value Fund - Direct Plan - Growth,24.6526
122640,INF879O01019,Parag Parikh Long Term Value Fund - Regular Plan - Growth,24.0565
139221,INF173K01NF7,Principal Arbitrage Fund - Direct Plan - Growth,11.1374
139219,INF173K01NC4,Principal Arbitrage Fund - Direct Plan- Monthly Dividend,10.7515
139224,INF173K01NB6,Principal Arbitrage Fund - Regular Plan - Growth,11.0004
139222,INF173K01MY0,Principal Arbitrage Fund - Regular Plan - Monthly Dividend,10.6838
119438,INF173K01EV3,Principal Dividend Yield Fund - Direct Plan - Growth Option,56.15
119437,INF173K01ES9,Principal Dividend Yield Fund- Direct Plan - Half Yearly Dividend Option,31.82
102808,INF173K01AD9,Principal Dividend Yield Fund- Half Yearly Dividend Plan,23.59
102807,INF173K01AC1,Principal Dividend Yield Fund-Growth Plan,54.87
119441,INF173K01EG4,Principal Emerging Bluechip Fund - Direct Plan - Growth Option,116.69
119440,INF173K01EI0,Principal Emerging Bluechip Fund - Direct Plan - Half Yearly Dividend Option,88.84
111381,INF173K01155,Principal Emerging Bluechip Fund - Growth Option,111.62
111382,INF173K01163,Principal Emerging Bluechip Fund - Half Yearly Dividend Option,43.1
119470,INF173K01HC6,Principal Equity Savings Fund - Direct Plan - Dividend Option - Half Yearly,11.8502
119472,INF173K01GZ9,Principal Equity Savings Fund - Direct Plan - Growth Option,36.1987
101498,INF173K01213,Principal Equity Savings Fund - Growth Option,34.8602
101499,INF173K01247,Principal Equity Savings Fund - Half Yearly Dividend,12.0346
101500,INF173K01262,Principal Equity Savings Fund -Quaterly Dividend,12.6857
119471,INF173K01HF9,Principal Equity Savings Fund- Direct Plan - Dividend Option - Quaterly,14.7195
119451,INF173K01FN7,Principal Growth Fund - Direct Plan -Half Yearly Dividend Option,47.24
100966,INF173K01957,Principal Growth Fund- Half Yearly Dividend Option,37.72
119452,INF173K01FQ0,Principal Growth Fund-Direct Plan - Growth Option,157.72
100967,INF173K01940,Principal Growth Fund-Growth Option,152.54
119488,INF173K01EZ4,Principal Index Fund- Nifty - Direct Plan - Growth Option,78.1242
119487,INF173K01EW1,Principal Index Fund- Nifty- Direct Plan - Dividend Option,45.9129
100152,INF173K01AH0,Principal Index Fund-Dividend,44.812
100153,INF173K01AG2,Principal Index Fund-Growth,76.2471
119464,INF173K01EK6,Principal Large Cap Fund- Direct Plan - Growth Option,65.69
119465,INF173K01EM2,Principal Large Cap Fund- Direct Plan - Half Yearly Dividend Option,27.88
103335,INF173K01189,Principal Large Cap Fund-Growth Option,63.59
103334,INF173K01197,Principal Large Cap Fund-Half Yearly Dividend Option,27.07
119482,INF173K01FI7,Principal Smart Equity Fund - Direct Plan - Growth Option,20.96
119483,INF173K01FF3,Principal Smart Equity Fund - Direct Plan - Monthly Dividend Option,16.95
114301,INF173K01585,Principal Smart Equity Fund - Growth Option,19.92
114302,INF173K01551,Principal Smart Equity Fund - Monthly Dividend Option,15.47
103491,INF082J01044,Quantum Long Term Equity Fund - Direct Plan Dividend Option,55.7
103490,INF082J01036,Quantum Long Term Equity Fund - Direct Plan Growth Option,55.23
141069,INF082J01259,Quantum Long Term Equity Fund - Regular Plan Dividend Option,55.54
141068,INF082J01242,Quantum Long Term Equity Fund - Regular Plan Growth Option,55.15
118587,INF204K01YA8,Reliance Arbitrage Advantage Fund - Direct Plan Dividend Plan,12.664
118585,INF204K01XZ7,Reliance Arbitrage Advantage Fund - Direct Plan Growth Plan - Growth Option,18.0613
113346,INF204K01IZ8,Reliance Arbitrage Advantage Fund - Dividend Plan,12.1094
113345,INF204K01IY1,Reliance Arbitrage Advantage Fund - Growth Plan - Growth Option,17.6068
128821,INF204KA1MV7,Reliance Arbitrage Advantage Fund- Direct Plan- Monthly dividend Plan,10.8681
128820,INF204KA1MT1,Reliance Arbitrage Advantage Fund-Monthly dividend Plan,10.6039
118591,INF204K01XM5,Reliance Banking Fund - Direct Plan Dividend Plan,74.2181
118588,INF204K01D22,Reliance Banking Fund - Direct Plan Growth Plan - Bonus Option,284.9968
118589,INF204K01XO1,Reliance Banking Fund - Direct Plan Growth Plan - Growth Option,284.9968
101864,INF204K01893,Reliance Banking Fund-Dividend Plan-Dividend Option,61.1557
101863,INF204K01919,Reliance Banking Fund-Growth Plan-Bonus Option,276.1121
101862,INF204K01927,Reliance Banking Fund-Growth Plan-Growth Option,276.1121
118760,INF204K01I76,Reliance Diversified Power Sector Fund - Direct Plan Dividend Plan,43.9728
118762,INF204K01I68,Reliance Diversified Power Sector Fund - Direct Plan Growth Plan - Bonus Option,126.4087
118763,INF204K01I92,Reliance Diversified Power Sector Fund - Direct Plan Growth Plan - Growth Option,126.4087
101264,INF204K01AB6,Reliance Diversified Power Sector Fund-Dividend Plan,42.1682
101262,INF204K01AE0,Reliance Diversified Power Sector Fund-Growth Plan -Growth Option,122.5462
101263,INF204K01AD2,Reliance Diversified Power Sector Fund-Growth Plan-Bonus Option,122.5462
106252,INF204K01414,Reliance Equity Opportunities  Fund Institutional Dividend Plan,44.8994
106253,INF204K01448,Reliance Equity Opportunities  Fund Institutional Plan Growth Plan Growth Option,21.9544
101163,INF204K01455,Reliance Equity Opportunities  Fund-Dividend Plan,36.5402
101162,INF204K01471,Reliance Equity Opportunities  Fund-Growth Plan-Bonus Option,99.1253
101161,INF204K01489,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,99.1253
118652,INF204K01XD4,Reliance Equity Opportunities Fund - Direct Plan Dividend Plan,44.5905
118651,INF204K01D55,Reliance Equity Opportunities Fund - Direct Plan Growth Plan - Bonus Option,103.05
118650,INF204K01XF9,Reliance Equity Opportunities Fund - Direct Plan Growth Plan - Growth Option,103.05
134595,INF204KA1W85,Reliance Equity Savings Fund- Direct Plan- Growth Plan- Bonus Option,13.1734
134594,INF204KA1W77,Reliance Equity Savings Fund- Direct Plan- Growth Plan-Growth Option,13.1734
134601,INF204KA1X19,Reliance Equity Savings Fund- Direct Plan- Quarterly Dividend Plan,12.0195
134597,INF204KA1W93,Reliance Equity Savings Fund- Direct Plan-Dividend Plan,13.1734
134599,INF204KA1X35,Reliance Equity Savings Fund- Direct Plan-Monthly Dividend Plan,11.9983
134596,INF204KA1W10,Reliance Equity Savings Fund- Dividend Plan,12.7758
134602,INF204KA1W02,Reliance Equity Savings Fund- Growth Plan- Bonus Option,12.7758
134593,INF204KA1V94,Reliance Equity Savings Fund- Growth Plan- Growth Option,12.7758
134598,INF204KA1W51,Reliance Equity Savings Fund- Monthly Dividend Plan,11.6041
134600,INF204KA1W44,Reliance Equity Savings Fund- Quarterly Dividend Plan,11.6316
118640,INF204K01XJ1,Reliance Focused Large Cap Fund - Direct Plan Dividend Plan,22.0431
118641,INF204K01D48,Reliance Focused Large Cap Fund - Direct Plan Growth Plan - Bonus Option,32.6185
118643,INF204K01XL7,Reliance Focused Large Cap Fund - Direct Plan Growth Plan - Growth Option,32.6185
103749,INF204K01653,Reliance Focused Large Cap Fund-Dividend Plan,21.3771
103748,INF204K01679,Reliance Focused Large Cap Fund-Growth Plan-Bonus Option,31.4812
103747,INF204K01687,Reliance Focused Large Cap Fund-Growth Plan-Growth Option,31.4812
118666,INF204K01E39,Reliance Growth Fund - Direct Plan Dividend Plan,95.4018
118665,INF204K01E21,Reliance Growth Fund - Direct Plan Growth Plan - Bonus Option,202.8243
118668,INF204K01E54,Reliance Growth Fund - Direct Plan Growth Plan - Growth Option,1220.9014
106260,INF204K01257,Reliance Growth Fund Institutional Plan Dividend Plan,705.8155
100375,INF204K01299,Reliance Growth Fund-Dividend Plan-(D),78.0319
100376,INF204K01315,Reliance Growth Fund-Growth Plan-Bonus Option,196.075
100377,INF204K01323,Reliance Growth Fund-Growth Plan-Growth Option,1177.8459
118742,INF204K01H02,Reliance Index Fund - Nifty Plan - Direct Plan Growth Plan - Bonus Option,18.7919
118741,INF204K01H36,Reliance Index Fund - Nifty Plan - Direct Plan Growth Plan - Growth Option,18.7919
118745,INF204K01H44,Reliance Index Fund - Nifty Plan - Direct Plan Half Yearly Dividend Plan,18.7919
118740,INF204K01H69,Reliance Index Fund - Nifty Plan - Direct Plan Quarterly Dividend Plan,18.7919
118743,INF204K01H10,Reliance Index Fund - Nifty Plan - Direct Plan Yearly Dividend Plan,18.7919
113297,INF204K01IF0,Reliance Index Fund - Nifty Plan - Growth Plan - Bonus Option,18.3487
113296,INF204K01IE3,Reliance Index Fund - Nifty Plan - Growth Plan - Growth Option,18.3487
113298,INF204K01IG8,Reliance Index Fund - Nifty Plan - Quarterly Dividend Plan,18.3487
113300,INF204K01II4,Reliance Index Fund - Nifty Plan- Annual Dividend Plan,18.3487
113299,INF204K01IH6,Reliance Index Fund - Nifty Plan- Half Yearly Dividend Plan,18.3487
113295,INF204K01IQ7,Reliance Index Fund - Sensex Plan - Annual Dividend Plan,17.6366
118786,INF204K01K64,Reliance Index Fund - Sensex Plan - Direct Plan - Annual Dividend Plan,18.0399
118788,INF204K01K98,Reliance Index Fund - Sensex Plan - Direct Plan - Half Yearly Dividend Plan,18.0399
118790,INF204K01L14,Reliance Index Fund - Sensex Plan - Direct Plan - Quarterly Dividend Plan,18.0399
118785,INF204K01K56,Reliance Index Fund - Sensex Plan - Direct Plan Growth Plan - Bonus Option,18.0399
118791,INF204K01K80,Reliance Index Fund - Sensex Plan - Direct Plan Growth Plan - Growth Option,18.0399
113270,INF204K01IN4,Reliance Index Fund - Sensex Plan - Growth Plan - Bonus Option,17.6366
113269,INF204K01IM6,Reliance Index Fund - Sensex Plan - Growth Plan - Growth Option,17.6366
113294,INF204K01IP9,Reliance Index Fund - Sensex Plan - Half Yearly Dividend Plan,17.6366
113271,INF204K01IO2,Reliance Index Fund - Sensex Plan - Quarterly Dividend Plan,17.6366
130864,INF204KA1SM3,Reliance Japan Equity Fund- Direct Plan- Dividend Plan,13.1319
130861,INF204KA1SK7,Reliance Japan Equity Fund- Direct Plan- Growth Plan- Bonus Option,13.1319
130860,INF204KA1SI1,Reliance Japan Equity Fund- Direct Plan- Growth Plan- Growth Option,13.1319
130859,INF204KA1SL5,Reliance Japan Equity Fund- Dividend Plan,12.8193
130858,INF204KA1SJ9,Reliance Japan Equity Fund- Growth Plan- Bonus Option,12.8193
130863,INF204KA1SH3,Reliance Japan Equity Fund- Growth Plan- Growth Option,12.8193
118725,INF204K01G37,Reliance Media & Entertainment Fund - Direct Plan Dividend Plan,27.1781
118722,INF204K01G29,Reliance Media & Entertainment Fund - Direct Plan Growth Plan - Bonus,72.3328
118724,INF204K01G52,Reliance Media & Entertainment Fund - Direct Plan Growth Plan - Growth Option,72.3328
102753,INF204K01AN1,Reliance Media & Entertainment Fund-Dividend Plan,21.5344
102752,INF204K01AP6,Reliance Media & Entertainment Fund-Growth Plan-Bonus Option,69.6036
102751,INF204K01AQ4,Reliance Media & Entertainment Fund-Growth Plan-Growth Option,69.6036
118693,INF204K01F79,Reliance Mid & Small Cap Fund - Direct Plan Dividend Plan,30.5483
118692,INF204K01F95,Reliance Mid & Small Cap Fund - Direct Plan Growth Plan - Growth Option,52.484
104638,INF204K01GF4,Reliance Mid & Small Cap Fund -Dividend Plan,26.0035
104637,INF204K01GE7,Reliance Mid & Small Cap Fund -Growth Plan -Growth Option,50.2956
118738,INF204K01G78,Reliance NRI Equity Fund - Direct Plan Dividend Plan,32.2971
118737,INF204K01G60,Reliance NRI Equity Fund - Direct Plan Growth Plan - Bonus Option,9.6826
118736,INF204K01G94,Reliance NRI Equity Fund - Direct Plan Growth Plan - Growth Option,92.3748
102848,INF204K01570,Reliance NRI Equity Fund-Dividend Plan,28.1897
102847,INF204K01596,Reliance NRI Equity Fund-Growth Plan-Bonus Option,89.698
102846,INF204K01604,Reliance NRI Equity Fund-Growth Plan-Growth Option,89.698
118756,INF204K01I35,Reliance Pharma Fund - Direct Plan Dividend Plan,71.2319
118758,INF204K01I27,Reliance Pharma Fund - Direct Plan Growth Plan - Bonus Option,149.5975
118759,INF204K01I50,Reliance Pharma Fund - Direct Plan Growth Plan - Growth Option,149.5975
102433,INF204K01935,Reliance Pharma Fund-Dividend Plan,60.3077
102432,INF204K01950,Reliance Pharma Fund-Growth Plan-Bonus Option,143.5104
102431,INF204K01968,Reliance Pharma Fund-Growth Plan-Growth Option,143.5104
118767,INF204K01J18,Reliance Quant Plus Fund - Direct Plan Dividend Plan,15.5685
118770,INF204K01J00,Reliance Quant Plus Fund - Direct Plan Growth Plan - Bonus Option,27.0621
118769,INF204K01J34,Reliance Quant Plus Fund - Direct Plan Growth Plan - Growth Option,27.0621
108252,INF204K01745,Reliance Quant Plus Fund -Dividend Plan,13.9998
108249,INF204K01760,Reliance Quant Plus Fund -Growth Plan - Growth Option,26.2574
108258,INF204K01737,Reliance Quant Plus Fund -Growth Plan -Bonus Option,26.2574
118782,INF204K01K23,Reliance Regular Savings Fund - Equity Option - Direct Plan Dividend Plan,35.8955
118784,INF204K01K49,Reliance Regular Savings Fund - Equity Option - Direct Plan Growth Plan,80.0989
103086,INF204K01GC1,Reliance Regular Savings Fund-EQUITY OPTION-Dividend Plan,28.2376
103085,INF204K01GB3,Reliance Regular Savings Fund-EQUITY OPTION-Growth Plan,77.0047
133568,INF204KA1B72,Reliance Retirement Fund- Wealth Creation Scheme- Direct Plan- Growth Plan - Growth Option,14.8595
133566,INF204KA1C14,Reliance Retirement Fund- Wealth Creation Scheme- Direct Plan-Dividend Payout Option,14.8595
133630,INF204KA1B98,Reliance Retirement Fund- Wealth Creation Scheme- Direct Plan-Growth Plan- Bonus Option,14.8595
133567,INF204KA1C06,Reliance Retirement Fund- Wealth Creation Scheme- Dividend Payout Option,14.1969
133565,INF204KA1B64,Reliance Retirement Fund- Wealth Creation Scheme- Growth Plan - Growth Option,14.1969
133631,INF204KA1B80,Reliance Retirement Fund- Wealth Creation Scheme- Growth Plan- Bonus Option,14.1969
118775,INF204K01J91,Reliance Small Cap Fund - Direct Plan Dividend Plan,38.1802
118777,INF204K01J83,Reliance Small Cap Fund - Direct Plan Growth Plan - Bonus Option,48.7779
118778,INF204K01K15,Reliance Small Cap Fund - Direct Plan Growth Plan - Growth Option,48.7779
113179,INF204K01IA1,Reliance Small Cap Fund - Dividend Plan,36.2321
113178,INF204K01HZ0,Reliance Small Cap Fund - Growth Plan - Bonus Option,46.5399
113177,INF204K01HY3,Reliance Small Cap Fund - Growth Plan - Growth Option,46.5399
118634,INF204K01XG7,Reliance Top 200 Fund - Direct Plan Dividend Plan,22.0744
118633,INF204K01D30,Reliance Top 200 Fund - Direct Plan Growth Plan - Bonus Option,35.6854
118632,INF204K01XI3,Reliance Top 200 Fund - Direct Plan Growth Plan - Growth Option,35.6854
106236,INF204K01539,Reliance Top 200 Fund- Dividend Plan,17.5511
106235,INF204K01562,Reliance Top 200 Fund- Growth Plan -Growth Option,34.1484
106240,INF204K01554,Reliance Top 200 Fund- Growth Plan Bonus Option,34.1484
106238,INF204K01513,Reliance Top 200 Fund-Institutional Plan Growth Plan Bonus Option,35.2478
134925,INF204KA16G3,Reliance US Equity Opportunites Fund- Direct Plan- Dividend  Plan,13.369
134923,INF204KA15G5,Reliance US Equity Opportunites Fund- Direct Plan- Growth Plan- Growth Option,13.369
134924,INF204KA13G0,Reliance US Equity Opportunites Fund- Dividend  Plan,13.0512
134922,INF204KA12G2,Reliance US Equity Opportunites Fund- Growth Plan- Growth Option,13.0512
118676,INF204K01F04,Reliance Vision Fund - Direct Plan Dividend Plan,49.941
118675,INF204K01E96,Reliance Vision Fund - Direct Plan Growth Plan - Bonus Option,108.2073
118678,INF204K01F20,Reliance Vision Fund - Direct Plan Growth Plan - Growth Option,638.2372
106255,INF204K01331,Reliance Vision Fund Institutional Dividend Plan,307.5554
100378,INF204K01372,Reliance Vision Fund-DIVIDEND PLAN-D,47.6942
100379,INF204K01398,Reliance Vision Fund-GROWTH PLAN-Bonus Option,104.0263
100380,INF204K01406,Reliance Vision Fund-GROWTH PLAN-Growth Option,617.6594
120373,INF515L01AJ6,SAHARA BANKING & FINANCIAL SERVICES FUND- GROWTH - Direct,69.0036
109493,INF515L01494,SAHARA BANKING & FINANCIAL SERVICES FUND- GROWTH OPTION,65.9236
120374,INF515L01AH0,SAHARA BANKING & FINANCIAL SERVICES FUND-DIVIDEND - Direct,23.69
109494,INF515L01478,SAHARA BANKING & FINANCIAL SERVICES FUND-DIVIDEND OPTION,23.3052
101529,INF515L01155,Sahara Growth Fund-Dividend,43.1891
120288,INF515L01759,Sahara Growth Fund-Dividend- Direct,43.8863
101528,INF515L01171,Sahara Growth Fund-Growth,148.7337
120289,INF515L01775,Sahara Growth Fund-Growth- Direct,162.8334
120352,INF515L01924,Sahara Infrastructure Fund ---FIXED PRICING -Direct-Dividend,21.5445
120353,INF515L01940,Sahara Infrastructure Fund ---FIXED PRICING OPTION-Direct-Growth,30.7009
103730,INF515L01320,Sahara Infrastructure Fund ---FIXED PRICING OPTION-Dividend Option,21.238
103731,INF515L01346,Sahara Infrastructure Fund ---FIXED PRICING OPTION-Growth Option,29.0835
120354,INF515L01957,Sahara Infrastructure Fund ---VARIABLE PRICING OPTION-Direct-Dividend,24.7163
120355,INF515L01973,Sahara Infrastructure Fund ---VARIABLE PRICING OPTION-Direct-Growth,33.825
103732,INF515L01353,Sahara Infrastructure Fund ---VARIABLE PRICING OPTION-Dividend Option,24.4319
103733,INF515L01379,Sahara Infrastructure Fund ---VARIABLE PRICING OPTION-Growth Option,33.2121
100798,INF515L01247,Sahara Midcap Fund-Auto Payout,87.8306
120295,INF515L01841,Sahara Midcap Fund-Auto Payout- Direct,92.3924
100799,INF515L01254,Sahara Midcap Fund-Bonus,87.8306
120296,INF515L01858,Sahara Midcap Fund-Bonus- Direct,92.3924
120298,INF515L01817,Sahara Midcap Fund-Dividend -Direct,39.23
100797,INF515L01213,Sahara Midcap Fund-Dividend Plan,38.7365
120297,INF515L01833,Sahara Midcap Fund-Growth Option - Direct,92.3924
100796,INF515L01239,Sahara Midcap Fund-Growth Plan,87.8306
108320,INF515L01445,Sahara Power & Natural Resources Fund - Dividend Option,20.9048
120371,INF515L01AG2,Sahara Power & Natural resources Fund- Growth - Direct,25.8899
108321,INF515L01460,Sahara Power & Natural resources Fund- Growth Option,24.5097
120370,INF515L01AE7,Sahara Power & Natural Resources Fund-Dividend - Direct,16.0357
106744,INF515L01387,Sahara R.E.A.L Fund - Dividend Option,23.0575
120360,INF515L01981,Sahara R.E.A.L Fund - Dividend Option- Direct,23.4257
106745,INF515L01403,Sahara R.E.A.L Fund - Growth  Fund,23.0538
120361,INF515L01AA5,Sahara R.E.A.L Fund - Growth  Fund- Direct,24.9337
120387,INF515L01AS7,Sahara Star Value Fund-Dividend - Direct,20.712
112104,INF515L01585,Sahara Star Value Fund-Dividend Option,20.4209
120386,INF515L01AU3,Sahara Star Value Fund-Growth - Direct,28.3128
112105,INF515L01601,Sahara Star Value Fund-Growth Option,26.369
120383,INF515L01AP3,Sahara Super 20 Fund - Dividend - Direct,16.3573
112036,INF515L01551,Sahara Super 20 Fund - Dividend Option,20.9623
120382,INF515L01AR9,Sahara Super 20 Fund - Growth - Direct,22.3613
112037,INF515L01577,Sahara Super 20 Fund - Growth Option,20.9827
120341,INF515L01866,Sahara Wealth Plus Fund-Fixed Pricing Option-Direct-Dividend Option,35.1181
120340,INF515L01882,Sahara Wealth Plus Fund-Fixed Pricing Option-Direct-Growth,49.4305
103119,INF515L01262,Sahara Wealth Plus Fund-Fixed Pricing Option-Dividend Option,34.6267
103120,INF515L01288,Sahara Wealth Plus Fund-Fixed Pricing Option-Growth Option,48.6195
120344,INF515L01890,Sahara Wealth Plus Fund-Variable Pricing Option-Direct -Dividend,40.9493
120345,INF515L01916,Sahara Wealth Plus Fund-Variable Pricing Option-Direct-Growth,56.926
103121,INF515L01296,Sahara Wealth Plus Fund-Variable Pricing Option-Dividend Option,40.4425
103122,INF515L01312,Sahara Wealth Plus Fund-Variable Pricing Option-Growth Option,55.7828
119567,INF200K01QS4,SBI Arbitrage Opportunities Fund - Direct Plan - DIVIDEND,14.1186
104458,INF200K01131,SBI Arbitrage Opportunities Fund - Regular Plan - Div,13.3015
119574,INF200K01QU0,SBI Arbitrage Opportunities Fund - Direct Plan - Gr,22.9985
104457,INF200K01156,SBI Arbitrage Opportunities Fund - Regular Plan - Gr,22.4522
133857,INF200KA1515,SBI BANKING & FINANCIAL SERVICES FUND - DIRECT PLAN - DIVIDEND,15.9561
133859,INF200KA1507,SBI BANKING & FINANCIAL SERVICES FUND - DIRECT PLAN - GROWTH,15.9573
133860,INF200KA1481,SBI BANKING & FINANCIAL SERVICES FUND - REGULAR PLAN - DIVIDEND,15.5852
133858,INF200KA1473,SBI BANKING & FINANCIAL SERVICES FUND - REGULAR PLAN - GROWTH,15.5841
119585,INF200K01QV8,SBI BLUE CHIP FUND - DIRECT PLAN - DIVIDEND,26.645
103616,INF200K01164,SBI BLUE CHIP FUND- REGULAR PLAN - DIVIDEND,22.3265
119598,INF200K01QX4,SBI BLUE CHIP FUND-DIRECT PLAN -GROWTH,41.0463
103504,INF200K01180,SBI BLUE CHIP FUND-REGULAR PLAN GROWTH,39.2322
119724,INF200K01QY2,SBI CONTRA-DIRECT PLAN -DIVIDEND,30.047
100915,INF200K01347,SBI CONTRA-REGULAR PLAN -DIVIDEND,23.9349
119835,INF200K01RA0,SBI CONTRA - DIRECT PLAN - GROWTH,127.4658
102414,INF200K01362,SBI CONTRA - REGULAR PLAN -GROWTH,123.6347
134111,INF200KA1689,SBI Dynamic Asset Allocation Fund - Direct Plan - Dividend,12.7389
134110,INF200KA1671,SBI Dynamic Asset Allocation Fund - Direct Plan - Growth,12.7491
134108,INF200KA1655,SBI Dynamic Asset Allocation Fund - Regular Plan - Dividend,12.5699
134109,INF200KA1648,SBI Dynamic Asset Allocation Fund - Regular Plan - Growth,12.5698
119834,INF200K01RH5,SBI EMERGING BUSINESSES FUND - DIRECT PLAN - DIVIDEND,38.5963
102765,INF200K01388,SBI EMERGING BUSINESSES FUND - REGULAR  PLAN - DIVIDEND,27.8034
119727,INF200K01RJ1,SBI EMERGING BUSINESSES FUND - DIRECT PLAN -GROWTH,142.5253
102756,INF200K01370,SBI EMERGING BUSINESSES FUND - REGULAR PLAN -GROWTH,136.4956
134643,INF200KA1DF3,SBI Equity Savings Fund - Direct Plan - Growth,13.2854
134641,INF200KA1DG1,SBI Equity Savings Fund - Direct Plan - Monthly Dividend,12.4939
134640,INF200KA1DI7,SBI Equity Savings Fund - Direct Plan - Quarterly Dividend,13.0897
134644,INF200KA1DA4,SBI Equity Savings Fund - Regular Plan - Growth,12.7292
134639,INF200KA1DB2,SBI Equity Savings Fund - Regular Plan - Monthly Dividend,12.0885
134642,INF200KA1DD8,SBI Equity Savings Fund - Regular Plan - Quarterly Dividend,12.5448
119730,INF200K01RK9,SBI FMCG FUND - DIRECT PLAN - DIVIDEND,104.4391
120575,INF200K01RM5,SBI FMCG FUND - DIRECT PLAN - GROWTH,125.5687
120576,INF200K01VR6,SBI FMCG FUND - REGULAR - GROWTH,119.4835
100645,INF200K01404,SBI FMCG FUND - REGULAR PLAN - DIVIDEND,85.0114
119695,INF200K01RQ6,SBI INFRASTRUCTURE FUND - DIRECT PLAN - DIVIDEND,17.0981
106095,INF200K01CU0,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),16.6577
119700,INF200K01RS2,SBI INFRASTRUCTURE FUND - SERIES I - DIRECT PLAN - GROWTH,17.1185
106096,INF200K01CT2,SBI INFRASTRUCTURE FUND - SERIES I - REGULAR PLAN - GROWTH (6/7/2007),16.6562
119731,INF200K01RT0,SBI IT FUND - DIRECT PLAN - DIVIDEND,49.1676
120578,INF200K01RV6,SBI IT FUND - DIRECT PLAN - GROWTH,58.9362
100643,INF200K01420,SBI IT FUND - REGULAR PLAN - DIVIDEND,39.7668
120577,INF200K01VS4,SBI IT FUND - REGULAR PLAN - GROWTH,56.3091
119613,INF200K01RZ7,SBI Magnum COMMA Fund - DIRECT PLAN - Dividend,29.6824
103146,INF200K01313,SBI Magnum COMMA Fund - REGULAR PLAN - Dividend,28.7849
119705,INF200K01SB6,SBI Magnum COMMA Fund - DIRECT PLAN - Growth,43.9231
103145,INF200K01339,SBI Magnum COMMA Fund - REGULAR PLAN - Growth,42.6192
